K,seed,germ_band_push,noise_scale,dt,t_final,folder_name
0.0001,574,0.05,1e-05,1e-05,1000.0,K_0.0001_seed_574_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,575,0.25,1e-05,1e-05,1000.0,K_6e-05_seed_575_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,576,0.0,1e-05,1e-05,1000.0,K_0.0001_seed_576_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,577,0.35,1e-05,1e-05,1000.0,K_8e-05_seed_577_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,578,0.35,1e-05,1e-05,1000.0,K_0.00014_seed_578_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,579,0.4,1e-05,1e-05,1000.0,K_8e-05_seed_579_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,580,0.1,1e-05,1e-05,1000.0,K_0.00013_seed_580_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,581,0.15,1e-05,1e-05,1000.0,K_0.00013_seed_581_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,582,0.2,1e-05,1e-05,1000.0,K_0.00013_seed_582_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,583,0.0,1e-05,1e-05,1000.0,K_0.00013_seed_583_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,584,0.3,1e-05,1e-05,1000.0,K_0.00013_seed_584_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,585,0.35,1e-05,1e-05,1000.0,K_0.00013_seed_585_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,586,0.4,1e-05,1e-05,1000.0,K_0.00014_seed_586_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,587,0.3,1e-05,1e-05,1000.0,K_0.00014_seed_587_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,588,0.4,1e-05,1e-05,1000.0,K_6e-05_seed_588_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,589,0.2,1e-05,1e-05,1000.0,K_0.00014_seed_589_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,590,0.3,1e-05,1e-05,1000.0,K_8e-05_seed_590_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,591,0.25,1e-05,1e-05,1000.0,K_8e-05_seed_591_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,592,0.2,1e-05,1e-05,1000.0,K_8e-05_seed_592_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,593,0.15,1e-05,1e-05,1000.0,K_8e-05_seed_593_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,594,0.1,1e-05,1e-05,1000.0,K_8e-05_seed_594_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,595,0.05,1e-05,1e-05,1000.0,K_8e-05_seed_595_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,596,0.0,1e-05,1e-05,1000.0,K_8e-05_seed_596_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,597,0.0,1e-05,1e-05,1000.0,K_6e-05_seed_597_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,598,0.05,1e-05,1e-05,1000.0,K_6e-05_seed_598_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,599,0.1,1e-05,1e-05,1000.0,K_6e-05_seed_599_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,600,0.15,1e-05,1e-05,1000.0,K_6e-05_seed_600_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,601,0.2,1e-05,1e-05,1000.0,K_6e-05_seed_601_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,602,0.3,1e-05,1e-05,1000.0,K_6e-05_seed_602_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,603,0.35,1e-05,1e-05,1000.0,K_6e-05_seed_603_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,604,0.4,1e-05,1e-05,1000.0,K_0.00013_seed_604_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,605,0.0,1e-05,1e-05,1000.0,K_0.00014_seed_605_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,606,0.05,1e-05,1e-05,1000.0,K_0.00014_seed_606_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,607,0.1,1e-05,1e-05,1000.0,K_0.00014_seed_607_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,608,0.15,1e-05,1e-05,1000.0,K_0.00014_seed_608_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,609,0.25,1e-05,1e-05,1000.0,K_0.00014_seed_609_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,610,0.4,1e-05,1e-05,1000.0,K_9e-05_seed_610_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,611,0.25,1e-05,1e-05,1000.0,K_0.00013_seed_611_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,612,0.3,1e-05,1e-05,1000.0,K_9e-05_seed_612_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,613,0.35,1e-05,1e-05,1000.0,K_7e-05_seed_613_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,614,0.4,1e-05,1e-05,1000.0,K_0.00011_seed_614_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,615,0.35,1e-05,1e-05,1000.0,K_0.00011_seed_615_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,616,0.3,1e-05,1e-05,1000.0,K_0.00011_seed_616_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,617,0.25,1e-05,1e-05,1000.0,K_0.00011_seed_617_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,618,0.2,1e-05,1e-05,1000.0,K_0.00011_seed_618_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,619,0.15,1e-05,1e-05,1000.0,K_0.00011_seed_619_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,620,0.1,1e-05,1e-05,1000.0,K_0.00011_seed_620_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,621,0.05,1e-05,1e-05,1000.0,K_0.00011_seed_621_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,622,0.0,1e-05,1e-05,1000.0,K_0.00011_seed_622_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,623,0.3,1e-05,1e-05,1000.0,K_7e-05_seed_623_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,624,0.25,1e-05,1e-05,1000.0,K_7e-05_seed_624_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,625,0.4,1e-05,1e-05,1000.0,K_7e-05_seed_625_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,626,0.2,1e-05,1e-05,1000.0,K_7e-05_seed_626_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,627,0.1,1e-05,1e-05,1000.0,K_7e-05_seed_627_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,628,0.05,1e-05,1e-05,1000.0,K_7e-05_seed_628_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,629,0.0,1e-05,1e-05,1000.0,K_7e-05_seed_629_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,630,0.4,1e-05,1e-05,1000.0,K_0.00012_seed_630_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,631,0.35,1e-05,1e-05,1000.0,K_0.00012_seed_631_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,632,0.3,1e-05,1e-05,1000.0,K_0.00012_seed_632_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,633,0.25,1e-05,1e-05,1000.0,K_0.00012_seed_633_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,634,0.2,1e-05,1e-05,1000.0,K_0.00012_seed_634_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,635,0.15,1e-05,1e-05,1000.0,K_0.00012_seed_635_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,636,0.1,1e-05,1e-05,1000.0,K_0.00012_seed_636_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,637,0.05,1e-05,1e-05,1000.0,K_0.00012_seed_637_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,638,0.0,1e-05,1e-05,1000.0,K_0.00012_seed_638_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,639,0.15,1e-05,1e-05,1000.0,K_7e-05_seed_639_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,640,0.35,1e-05,1e-05,1000.0,K_9e-05_seed_640_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,641,0.05,1e-05,1e-05,1000.0,K_0.00013_seed_641_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,642,0.25,1e-05,1e-05,1000.0,K_9e-05_seed_642_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,643,0.2,1e-05,1e-05,1000.0,K_9e-05_seed_643_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,644,0.15,1e-05,1e-05,1000.0,K_9e-05_seed_644_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,645,0.1,1e-05,1e-05,1000.0,K_9e-05_seed_645_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,646,0.05,1e-05,1e-05,1000.0,K_9e-05_seed_646_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,647,0.0,1e-05,1e-05,1000.0,K_9e-05_seed_647_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,648,0.2,1e-05,1e-05,1000.0,K_0.0001_seed_648_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,649,0.05,1e-05,1e-05,1000.0,K_0.00013_seed_649_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,650,0.0,1e-05,1e-05,1000.0,K_0.00013_seed_650_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,651,0.0,1e-05,1e-05,1000.0,K_8e-05_seed_651_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,652,0.05,1e-05,1e-05,1000.0,K_8e-05_seed_652_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,653,0.1,1e-05,1e-05,1000.0,K_8e-05_seed_653_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,654,0.2,1e-05,1e-05,1000.0,K_8e-05_seed_654_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,655,0.35,1e-05,1e-05,1000.0,K_8e-05_seed_655_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,656,0.4,1e-05,1e-05,1000.0,K_8e-05_seed_656_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,657,0.1,1e-05,1e-05,1000.0,K_0.00013_seed_657_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,658,0.25,1e-05,1e-05,1000.0,K_8e-05_seed_658_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,659,0.3,1e-05,1e-05,1000.0,K_8e-05_seed_659_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,660,0.15,1e-05,1e-05,1000.0,K_8e-05_seed_660_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,661,0.15,1e-05,1e-05,1000.0,K_0.00013_seed_661_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,662,0.2,1e-05,1e-05,1000.0,K_0.00013_seed_662_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,663,0.25,1e-05,1e-05,1000.0,K_0.00013_seed_663_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,664,0.25,1e-05,1e-05,1000.0,K_0.0001_seed_664_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,665,0.3,1e-05,1e-05,1000.0,K_0.0001_seed_665_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,666,0.35,1e-05,1e-05,1000.0,K_0.0001_seed_666_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,667,0.25,1e-05,1e-05,1000.0,K_7e-05_seed_667_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,668,0.1,1e-05,1e-05,1000.0,K_0.0001_seed_668_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,669,0.15,1e-05,1e-05,1000.0,K_7e-05_seed_669_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,670,0.1,1e-05,1e-05,1000.0,K_7e-05_seed_670_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,671,0.05,1e-05,1e-05,1000.0,K_7e-05_seed_671_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,672,0.15,1e-05,1e-05,1000.0,K_0.0001_seed_672_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,673,0.0,1e-05,1e-05,1000.0,K_7e-05_seed_673_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,674,0.0,1e-05,1e-05,1000.0,K_0.0001_seed_674_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,675,0.3,1e-05,1e-05,1000.0,K_7e-05_seed_675_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,676,0.35,1e-05,1e-05,1000.0,K_7e-05_seed_676_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,677,0.4,1e-05,1e-05,1000.0,K_7e-05_seed_677_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,678,0.4,1e-05,1e-05,1000.0,K_0.00013_seed_678_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,679,0.35,1e-05,1e-05,1000.0,K_0.00013_seed_679_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,680,0.3,1e-05,1e-05,1000.0,K_0.00013_seed_680_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,681,0.4,1e-05,1e-05,1000.0,K_0.0001_seed_681_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,682,0.05,1e-05,1e-05,1000.0,K_0.0001_seed_682_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,683,0.2,1e-05,1e-05,1000.0,K_7e-05_seed_683_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,684,0.4,1e-05,1e-05,1000.0,K_0.00014_seed_684_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,685,0.3,1e-05,1e-05,1000.0,K_0.00011_seed_685_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,686,0.15,1e-05,1e-05,1000.0,K_0.00012_seed_686_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,687,0.2,1e-05,1e-05,1000.0,K_0.00012_seed_687_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,688,0.25,1e-05,1e-05,1000.0,K_0.00012_seed_688_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,689,0.3,1e-05,1e-05,1000.0,K_0.00012_seed_689_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,690,0.35,1e-05,1e-05,1000.0,K_0.00012_seed_690_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,691,0.4,1e-05,1e-05,1000.0,K_0.00012_seed_691_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,692,0.0,1e-05,1e-05,1000.0,K_0.00011_seed_692_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,693,0.05,1e-05,1e-05,1000.0,K_0.00011_seed_693_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,694,0.1,1e-05,1e-05,1000.0,K_0.00011_seed_694_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,695,0.15,1e-05,1e-05,1000.0,K_0.00011_seed_695_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,696,0.2,1e-05,1e-05,1000.0,K_0.00011_seed_696_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,697,0.25,1e-05,1e-05,1000.0,K_0.00011_seed_697_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,698,0.35,1e-05,1e-05,1000.0,K_0.00011_seed_698_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,699,0.4,1e-05,1e-05,1000.0,K_0.00011_seed_699_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,700,0.0,1e-05,1e-05,1000.0,K_9e-05_seed_700_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,701,0.1,1e-05,1e-05,1000.0,K_0.00012_seed_701_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,702,0.05,1e-05,1e-05,1000.0,K_9e-05_seed_702_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,703,0.05,1e-05,1e-05,1000.0,K_0.00012_seed_703_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,704,0.0,1e-05,1e-05,1000.0,K_0.00014_seed_704_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,705,0.4,1e-05,1e-05,1000.0,K_6e-05_seed_705_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,706,0.35,1e-05,1e-05,1000.0,K_6e-05_seed_706_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,707,0.3,1e-05,1e-05,1000.0,K_6e-05_seed_707_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,708,0.25,1e-05,1e-05,1000.0,K_6e-05_seed_708_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,709,0.2,1e-05,1e-05,1000.0,K_6e-05_seed_709_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,710,0.15,1e-05,1e-05,1000.0,K_6e-05_seed_710_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,711,0.1,1e-05,1e-05,1000.0,K_6e-05_seed_711_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,712,0.05,1e-05,1e-05,1000.0,K_6e-05_seed_712_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,713,0.0,1e-05,1e-05,1000.0,K_6e-05_seed_713_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,714,0.3,1e-05,1e-05,1000.0,K_0.00014_seed_714_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,715,0.25,1e-05,1e-05,1000.0,K_0.00014_seed_715_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,716,0.2,1e-05,1e-05,1000.0,K_0.00014_seed_716_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,717,0.15,1e-05,1e-05,1000.0,K_0.00014_seed_717_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,718,0.1,1e-05,1e-05,1000.0,K_0.00014_seed_718_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,719,0.05,1e-05,1e-05,1000.0,K_0.00014_seed_719_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,720,0.0,1e-05,1e-05,1000.0,K_0.00012_seed_720_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,721,0.15,1e-05,1e-05,1000.0,K_9e-05_seed_721_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,722,0.1,1e-05,1e-05,1000.0,K_9e-05_seed_722_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,723,0.25,1e-05,1e-05,1000.0,K_9e-05_seed_723_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,724,0.3,1e-05,1e-05,1000.0,K_9e-05_seed_724_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,725,0.35,1e-05,1e-05,1000.0,K_9e-05_seed_725_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,726,0.4,1e-05,1e-05,1000.0,K_9e-05_seed_726_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,727,0.2,1e-05,1e-05,1000.0,K_9e-05_seed_727_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,728,0.35,1e-05,1e-05,1000.0,K_0.00014_seed_728_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,729,0.0,1e-05,1e-05,1000.0,K_0.00011_seed_729_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,730,0.1,1e-05,1e-05,1000.0,K_0.00013_seed_730_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,731,0.05,1e-05,1e-05,1000.0,K_0.00013_seed_731_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,732,0.0,1e-05,1e-05,1000.0,K_0.00013_seed_732_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,733,0.0,1e-05,1e-05,1000.0,K_0.0001_seed_733_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,734,0.05,1e-05,1e-05,1000.0,K_0.0001_seed_734_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,735,0.1,1e-05,1e-05,1000.0,K_0.0001_seed_735_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,736,0.15,1e-05,1e-05,1000.0,K_0.0001_seed_736_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,737,0.2,1e-05,1e-05,1000.0,K_0.0001_seed_737_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,738,0.4,1e-05,1e-05,1000.0,K_0.00014_seed_738_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,739,0.15,1e-05,1e-05,1000.0,K_0.00013_seed_739_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,740,0.35,1e-05,1e-05,1000.0,K_0.00014_seed_740_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,741,0.3,1e-05,1e-05,1000.0,K_0.00014_seed_741_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,742,0.25,1e-05,1e-05,1000.0,K_0.00014_seed_742_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,743,0.2,1e-05,1e-05,1000.0,K_0.00014_seed_743_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,744,0.15,1e-05,1e-05,1000.0,K_0.00014_seed_744_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,745,0.1,1e-05,1e-05,1000.0,K_0.00014_seed_745_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,746,0.05,1e-05,1e-05,1000.0,K_0.00014_seed_746_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,747,0.0,1e-05,1e-05,1000.0,K_0.00014_seed_747_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,748,0.25,1e-05,1e-05,1000.0,K_0.0001_seed_748_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,749,0.2,1e-05,1e-05,1000.0,K_0.00013_seed_749_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,750,0.35,1e-05,1e-05,1000.0,K_0.00013_seed_750_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,751,0.3,1e-05,1e-05,1000.0,K_0.00013_seed_751_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,752,0.35,1e-05,1e-05,1000.0,K_0.0001_seed_752_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
