K,int_curvature_CF,seed,germ_band_push,noise_scale,dt,t_final,add_CF_bool,CF_position,t_CF,t_MD,path,t_at_final,nb_folds_at_final,avg_depth_at_final,max_depth_at_final,CF_area_of_influence_ref_at_final,CF_area_of_influence_current_at_final,t_at_maxBendEnergy_afterMD,nb_folds_at_maxBendEnergy_afterMD,avg_depth_at_maxBendEnergy_afterMD,max_depth_at_maxBendEnergy_afterMD,CF_area_of_influence_ref_at_maxBendEnergy_afterMD,CF_area_of_influence_current_at_maxBendEnergy_afterMD
0.0001,2.0,410,0.2,1e-05,1e-05,1000.0,1.0,0.47,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_410_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.47_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.1215043729771957,0.39948463542788754,1.5188654313138796,1.5187891719967221,23.999999999260588,1,0.017176744319173036,0.19187214519940754,0.3682098015306375,0.36173288697702083
0.0001,2.0,411,0.0,1e-05,1e-05,1000.0,1.0,0.17,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_411_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.17_t_CF_0.0_t_MD_0.0/,999.999998191639,0,0.0007775665403908975,0.0034853408187188835,0.0,0.0,999.999998191639,0,0.0007775665403908975,0.0034853408187188835,0.0,0.0
0.0001,2.0,412,0.0,1e-05,1e-05,1000.0,1.0,0.17,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_412_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.17_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.07579547105856169,0.3516108868831336,1.0816162919962473,1.0783158753499895,11.999999999714875,1,0.015727909952203283,0.17527456855212775,0.32218357633930783,0.31419490938711925
0.0001,2.0,413,0.0,1e-05,1e-05,1000.0,1.0,0.27,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_413_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.27_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.09330464341536938,0.37941517180694756,1.1736687423789067,1.1712058843202218,270.0000000347118,1,0.02118187103460693,0.2016928512376727,0.43724913931763204,0.4281069481395015
0.0001,2.0,414,0.0,1e-05,1e-05,1000.0,1.0,0.27,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_414_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.27_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.0985382383033441,0.38001960993576156,1.242708080165901,1.243096551574208,11.999999999714875,1,0.016873048073745123,0.18386403519681863,0.3451966889349727,0.33840014604905666
0.0001,2.0,415,0.0,1e-05,1e-05,1000.0,1.0,0.37,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_415_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.11020435118841194,0.3986885313545849,1.2657211927615657,1.2619102672466953,132.00000003069908,1,0.018088358446504856,0.18461574439285539,0.39122291412630233,0.37962348388661393
0.0001,2.0,416,0.0,1e-05,1e-05,1000.0,1.0,0.47,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_416_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.47_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.11111357040604464,0.3917208402991831,1.2657211927615657,1.2643999464601265,66.00000000974978,1,0.028287271595572774,0.2368063154810333,0.5062884771046265,0.498322564589761
0.0001,2.0,417,0.0,1e-05,1e-05,1000.0,1.0,0.47,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_417_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.47_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.1133620708414047,0.39392689279219767,1.2887343053572313,1.2849868460529463,36.00000000022737,1,0.02679319554257695,0.2273595125624867,0.5062884771046265,0.49602033132519896
0.0001,2.0,418,0.0,1e-05,1e-05,1000.0,1.0,0.6,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_418_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.6_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.0987091617293055,0.3918326885655194,1.1736687423789067,1.1702585286896523,204.00000005355287,1,0.02112058369350604,0.20294506145495875,0.43724913931763204,0.42696876928998284
0.0001,2.0,419,0.0,1e-05,1e-05,1000.0,1.0,0.6,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_419_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.6_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.1029518831642428,0.38960075193616095,1.242708080165901,1.243157850361946,72.00000001165427,1,0.034175692480453004,0.2592238807038238,0.5523147022959563,0.5442026453478503
0.0001,2.0,420,0.0,1e-05,1e-05,1000.0,1.0,0.37,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_420_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.11234137262611436,0.3895869631059655,1.2887343053572313,1.286583203918278,11.999999999714875,1,0.014676270653180253,0.166287610177773,0.3451966889349727,0.33269450030197506
0.0001,2.0,421,0.0,1e-05,1e-05,1000.0,1.0,0.7,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_421_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.7_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.08862722060434078,0.3692028497718124,1.150655629783242,1.1522167682139328,78.00000001355875,1,0.03128748539073361,0.24642458312817606,0.5293015897002914,0.5229700311474844
0.0001,2.0,422,0.0,1e-05,1e-05,1000.0,1.0,0.7,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_422_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.7_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.10734519149571489,0.3898567711117576,0.0,0.0,186.00000004783942,1,0.024539844655650452,0.21810310476493217,0.0,0.0
0.0001,2.0,423,0.2,1e-05,1e-05,1000.0,1.0,0.27,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_423_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.27_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.08567117053778263,0.34672493740076515,1.3807867557398903,1.3834721003756931,5.9999999999420215,1,0.014173394167836804,0.1686124431254617,0.32218357633930783,0.3063171363515426
0.0001,2.0,424,0.2,1e-05,1e-05,1000.0,1.0,0.27,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_424_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.27_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.1210591545380587,0.3901170360105087,0.0,0.0,66.00000000974978,1,0.014346718637415434,0.17156881804670415,0.0,0.0
0.0001,2.0,425,0.2,1e-05,1e-05,1000.0,1.0,0.17,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_425_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.17_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.07863627341676828,0.3287251226295958,1.1046294045919125,1.1097036157136992,5.9999999999420215,1,0.012067570654249132,0.1577086867339803,0.299170463743643,0.28619563743865617
0.0001,2.0,426,0.2,1e-05,1e-05,1000.0,1.0,0.17,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_426_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.17_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.1132539443643366,0.39214558104425584,0.0,0.0,455.99999956510686,1,0.014084020928909556,0.1700117429941253,0.0,0.0
0.0001,2.0,427,0.2,1e-05,1e-05,1000.0,1.0,0.37,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_427_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.10937340879031848,0.3871703099042067,1.403799868335555,1.4043430177335414,84.00000001546324,1,0.015811288039832897,0.18359186067452238,0.3451966889349727,0.33635994937893543
0.0001,2.0,428,0.0,1e-05,1e-05,1000.0,1.0,0.9,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_428_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.9_t_CF_0.0_t_MD_0.0/,999.999998191639,0,0.00076954790826532,0.0037094077353139513,0.0,0.0,999.999998191639,0,0.00076954790826532,0.0037094077353139513,0.0,0.0
0.0001,2.0,429,0.0,1e-05,1e-05,1000.0,1.0,0.8,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_429_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.8_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.0785561888765027,0.35405952925875867,1.0816162919962473,1.0799893130673228,108.00000002308116,1,0.03446147716117145,0.26097848930537765,0.5523147022959563,0.5459695998575749
0.0001,2.0,430,0.0,1e-05,1e-05,1000.0,1.0,0.8,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_430_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.8_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.11282239479206954,0.3999668987167637,0.0,0.0,29.99999999903344,1,0.016618787074206092,0.17476078607973689,0.0,0.0
0.0001,2.0,431,0.0,1e-05,1e-05,1000.0,1.0,0.9,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_431_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.9_t_CF_0.0_t_MD_5.0/,999.999998191639,0,0.0007564499569888469,0.0030235288697686913,0.0,0.0,999.999998191639,0,0.0007564499569888469,0.0030235288697686913,0.0,0.0
0.0001,2.0,432,0.4,1e-05,1e-05,1000.0,1.0,0.27,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_432_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.27_t_CF_0.0_t_MD_0.0/,999.999998191639,2,0.04630128128780088,0.19749559951386042,0.0,0.0,216.00000005736183,1,0.018537449719504787,0.1972972695223817,0.0,0.0
0.0001,2.0,433,0.2,1e-05,1e-05,1000.0,1.0,0.7,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_433_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.7_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.10864742903358611,0.3892306533396155,1.2657211927615657,1.2692210537797948,29.99999999903344,1,0.012778908862271784,0.16016143088756832,0.299170463743643,0.28898855842062815
0.0001,2.0,434,0.2,1e-05,1e-05,1000.0,1.0,0.7,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_434_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.7_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.1093342402467591,0.3902036732223415,1.2887343053572313,1.2908366293524427,17.99999999948773,1,0.022210377497155966,0.2163089462480031,0.43724913931763204,0.43256576936861885
0.0001,2.0,435,0.2,1e-05,1e-05,1000.0,1.0,0.8,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_435_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.8_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.09863343043743074,0.38213269305908965,1.1736687423789067,1.1798497127431498,36.00000000022737,1,0.00978798425811291,0.13660927678799692,0.25314423855231327,0.2404962119183857
0.0001,2.0,436,0.2,1e-05,1e-05,1000.0,1.0,0.8,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_436_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.8_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.09879621526941319,0.3777070275099247,1.1736687423789067,1.1753817080911804,42.000000002131856,1,0.038167244754287094,0.27764287800745363,0.6213540400829508,0.6202797028300566
0.0001,2.0,437,0.2,1e-05,1e-05,1000.0,1.0,0.9,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_437_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.9_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.1217220752437175,0.39329255455631323,0.0,0.0,54.00000000594082,1,0.025693556181596997,0.23681789115843666,0.0,0.0
0.0001,2.0,438,0.2,1e-05,1e-05,1000.0,1.0,0.9,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_438_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.9_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.0933954825185084,0.3787994593691098,1.1276425171875772,1.128821324984289,126.00000002879459,1,0.051186256748829914,0.32409006941822105,0.7134064904656102,0.7195312031255794
0.0001,2.0,439,0.4,1e-05,1e-05,1000.0,1.0,0.17,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_439_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.17_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.12286160577566342,0.3918608969410687,0.0,0.0,60.000000007845294,1,0.016778199001659166,0.19175430203463573,0.0,0.0
0.0001,2.0,440,0.4,1e-05,1e-05,1000.0,1.0,0.17,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_440_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.17_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.0689551841780176,0.26814455955279526,1.1966818549745715,1.200408531564858,5.9999999999420215,1,0.021759593812361786,0.20867291790192669,0.4602622519132969,0.45811250739571263
0.0001,2.0,441,0.4,1e-05,1e-05,1000.0,1.0,0.27,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_441_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.27_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.1083786253884879,0.34652712237958805,1.4498260935268845,1.452555102606255,5.9999999999420215,1,0.024670152632730143,0.2144438869603997,0.5062884771046265,0.5041055500473507
0.0001,2.0,442,0.2,1e-05,1e-05,1000.0,1.0,0.6,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_442_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.6_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.12217251665654691,0.3970588422625824,1.4268129809312198,1.428817401569269,17.99999999948773,1,0.02459900488712712,0.22643289994216698,0.4602622519132969,0.45647439913186655
0.0001,2.0,443,0.4,1e-05,1e-05,1000.0,1.0,0.37,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_443_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0_t_MD_5.0/,999.999998191639,2,0.09222281722863752,0.3359377839860939,0.0,0.0,5.9999999999420215,1,0.024747155416427236,0.2170188783907638,0.5062884771046265,0.5022988588582651
0.0001,2.0,444,0.4,1e-05,1e-05,1000.0,1.0,0.47,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_444_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.47_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.11200942213331265,0.37927914222194037,1.3807867557398903,1.3854437103244586,479.9999995045128,1,0.020480319620287634,0.20958702263738496,0.4142360267219672,0.41774116724967436
0.0001,2.0,445,0.4,1e-05,1e-05,1000.0,1.0,0.47,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_445_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.47_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.1220360832551947,0.36316002077480575,1.656944106887869,1.6592557051574162,11.999999999714875,2,0.03613804571369795,0.24989040498642248,0.5753278148916211,0.5786232296748083
0.0001,2.0,446,0.4,1e-05,1e-05,1000.0,1.0,0.6,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_446_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.6_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.13164134260466745,0.390632357934851,1.5188654313138796,1.524524951147198,11.999999999714875,1,0.019557066582025353,0.20638848295881349,0.4142360267219672,0.4147253508028409
0.0001,2.0,447,0.4,1e-05,1e-05,1000.0,1.0,0.6,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_447_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.6_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.13385402146688535,0.3866313601851986,1.5418785439095444,1.5461484679122026,11.999999999714875,1,0.02887210241137158,0.24389399032340717,0.5293015897002914,0.5313697967965828
0.0001,2.0,448,0.4,1e-05,1e-05,1000.0,1.0,0.7,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_448_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.7_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.12000445791257591,0.39604208931197205,1.3577736431442256,1.3613165354865897,42.000000002131856,1,0.014621395012055461,0.1776339204048488,0.32218357633930783,0.3198789666938944
0.0001,2.0,449,0.4,1e-05,1e-05,1000.0,1.0,0.7,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_449_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.7_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.11479156555386076,0.3900390287607462,1.3577736431442256,1.3611174488356,11.999999999714875,1,0.027083292173527188,0.23873405451116528,0.48327536450896175,0.4806402651426828
0.0001,2.0,450,0.4,1e-05,1e-05,1000.0,1.0,0.8,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_450_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.8_t_CF_0.0_t_MD_0.0/,999.999998191639,2,0.05690583112859951,0.20660771108493733,0.5293015897002914,0.534619109659138,11.999999999714875,1,0.016627323153789505,0.19129278732624783,0.3451966889349727,0.34156231435362705
0.0001,2.0,451,0.4,1e-05,1e-05,1000.0,1.0,0.8,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_451_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.8_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.07305758533439177,0.25850881314967983,1.2196949675702362,1.2314452191954988,5.9999999999420215,1,0.01657742006320724,0.1884189519397869,0.3682098015306375,0.3625209662835636
0.0001,2.0,452,0.4,1e-05,1e-05,1000.0,1.0,0.9,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_452_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.9_t_CF_0.0_t_MD_0.0/,999.999998191639,2,0.04825673060290721,0.2156514418870327,0.3682098015306375,0.37455245182921726,29.99999999903344,1,0.025697179069960562,0.22574987941025026,0.48327536450896175,0.49563061402945474
0.0001,2.0,453,0.4,1e-05,1e-05,1000.0,1.0,0.37,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_453_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0_t_MD_0.0/,999.999998191639,0,0.00038190479604807286,0.002110320009104128,0.0,0.0,999.999998191639,0,0.00038190479604807286,0.002110320009104128,0.0,0.0
0.0001,2.0,454,0.2,1e-05,1e-05,1000.0,1.0,0.6,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_454_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.6_t_CF_0.0_t_MD_0.0/,999.999998191639,2,0.12252656525036489,0.39488109059086574,0.0,0.0,48.00000000403634,2,0.03175773917734664,0.18584935038274678,0.3451966889349727,0.34339614391292617
0.0001,2.0,455,0.4,1e-05,1e-05,1000.0,1.0,0.9,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_455_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.9_t_CF_0.0_t_MD_5.0/,999.999998191639,2,0.04823625764872648,0.21658259807902638,0.39122291412630233,0.39531994512564983,23.999999999260588,1,0.02681177833890125,0.23657439670302868,0.48327536450896175,0.4906260150502374
0.0001,2.0,456,0.2,1e-05,1e-05,1000.0,1.0,0.47,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_456_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.47_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.11876751498687471,0.39248114825571495,1.4728392061225501,1.472484185653387,42.000000002131856,1,0.027352501371868614,0.2431635656279208,0.48327536450896175,0.4832070829664228
0.0001,2.0,457,0.0,1e-05,1e-05,1000.0,1.0,0.17,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_457_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.17_t_CF_0.0_t_MD_0.0/,999.999998191639,0,0.0006108344758439605,0.0020073026119152154,0.0,0.0,999.999998191639,0,0.0006108344758439605,0.0020073026119152154,0.0,0.0
0.0001,2.0,458,0.0,1e-05,1e-05,1000.0,1.0,0.17,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_458_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.17_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.07693043192338676,0.35022587334647415,1.0816162919962473,1.0814876164097849,11.999999999714875,1,0.01668359701914137,0.17663753124067144,0.3451966889349727,0.33639522118360876
0.0001,2.0,459,0.0,1e-05,1e-05,1000.0,1.0,0.27,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_459_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.27_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.11294804532400166,0.3913922591881423,0.0,0.0,108.00000002308116,1,0.026453534338758515,0.22785859051662316,0.0,0.0
0.0001,2.0,460,0.0,1e-05,1e-05,1000.0,1.0,0.27,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_460_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.27_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.09592699073152211,0.3814844024170227,1.2196949675702362,1.2204112208267133,11.999999999714875,1,0.015682324662705076,0.17784155581705233,0.32218357633930783,0.31627636740912624
0.0001,2.0,461,0.0,1e-05,1e-05,1000.0,1.0,0.37,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_461_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.11195097399015815,0.39556260658746434,1.2887343053572313,1.2845812963157224,42.000000002131856,1,0.017570818539650025,0.1825745074440149,0.39122291412630233,0.3803353419188766
0.0001,2.0,462,0.0,1e-05,1e-05,1000.0,1.0,0.37,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_462_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.11106759616042795,0.3906870627083254,1.2887343053572313,1.2819406067079273,11.999999999714875,1,0.01486741885656128,0.1716319466930508,0.3451966889349727,0.33664509109702767
0.0001,2.0,463,0.0,1e-05,1e-05,1000.0,1.0,0.47,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_463_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.47_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.11275500714951082,0.3926254962696501,1.2887343053572313,1.2859665013929986,72.00000001165427,1,0.028854703537580014,0.2408113818289033,0.5062884771046265,0.500652898786633
0.0001,2.0,464,0.0,1e-05,1e-05,1000.0,1.0,0.47,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_464_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.47_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.11316981170407467,0.393178070834484,1.2887343053572313,1.2834094604574453,29.99999999903344,1,0.02300331800430049,0.21019265159353429,0.43724913931763204,0.4284515880831587
0.0001,2.0,465,0.0,1e-05,1e-05,1000.0,1.0,0.6,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_465_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.6_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.10557871394467822,0.38846459289819196,1.2887343053572313,1.2866322553738596,120.00000002689012,1,0.020986815614342836,0.20115525702995385,0.43724913931763204,0.4256505946404052
0.0001,2.0,466,0.0,1e-05,1e-05,1000.0,1.0,0.6,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_466_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.6_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.10055645763813313,0.3823841951817941,1.2196949675702362,1.2164333144204689,66.00000000974978,1,0.031846897213042,0.2498090237478357,0.5523147022959563,0.5436194408046858
0.0001,2.0,467,0.0,1e-05,1e-05,1000.0,1.0,0.7,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_467_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.7_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.10848541178372736,0.3935182303875726,1.242708080165901,1.2425647273513516,138.00000003260357,1,0.018437370185125857,0.1857861543172076,0.0,0.0
